ID;Vraag;Volwassenheidsniveau 1;Volwassenheidsniveau 2;Volwassenheidsniveau 3;Volwassenheidsniveau 4;Volwassenheidsniveau 5
OI.01;De organisatie heeft een Functionaris Gegevensbescherming (FG) die onafhankelijk werkt en goed kan toezien.;Er is geen FG, of de FG heeft te weinig tijd, geld of steun om goed te werken. Wat de FG moet doen, is niet duidelijk. Contactgegevens zijn er niet of moeilijk te vinden. De FG doet niets aan training over privacy.;Er is een FG, maar wat hij moet doen is niet duidelijk en hij is niet echt onafhankelijk. Hij krijgt weinig tijd, geld of steun. Bij training over privacy doet hij weinig of alleen als het toevallig komt.;De taken van de FG zijn duidelijk en hij werkt onafhankelijk. Hij krijgt geen orders over zijn werk. Hij heeft genoeg tijd en middelen. Hoe we een FG kiezen, voldoet aan de wet (artikel 37, lid 5 AVG). Hij helpt bij alles over privacy, zoals DPIA’s. Zijn contactgegevens zijn up-to-date en makkelijk te vinden. Hij doet mee aan training over privacy en praat regelmatig met het schoolbestuur. Hij rapporteert rechtstreeks aan het schoolbestuur over de AVG.;We hebben een plan om de FG goed te laten werken. Hij checkt zichzelf regelmatig en praat met het management om zijn rol te verbeteren. Zijn contactgegevens delen we actief. Hij rapporteert regelmatig aan het schoolbestuur over de AVG.;Het schoolbestuur vraagt zelf hoe het gaat met privacy en audits. De FG geeft vaak ongevraagd advies, en dat gebruiken we of we leggen uit waarom niet. De FG heeft alles wat hij nodig heeft en zijn rol wordt steeds beter. Hij helpt strategisch bij training over privacy en informatiebeveiliging.
OI.02;Naast de FG is er genoeg juridische kennis over privacy in de organisatie.;Er is weinig of geen juridische kennis over privacy. Er is geen extra privacy-expert naast de FG.;Er zijn een paar Privacy Officers die helpen bij moeilijke privacyvragen. Ze praten soms informeel met beveiligingsmensen.;Er is een privacyteam met de FG, Privacy Officers en eventueel lokale privacy-contacten. Ze werken goed samen met beveiligingsmensen om problemen op te lossen. Medewerkers kunnen makkelijk contact opnemen met het team en krijgen snel antwoord. Het team overlegt regelmatig met belangrijke mensen.;Het privacyteam checkt regelmatig hoe het werk gaat en verbetert het waar nodig. De FG geeft hierover advies.;Verbeteringen komen vanzelf vanuit teams of het schoolbestuur, niet alleen van het privacyteam. Afdelingen hebben zelf veel kennis over privacy en wetten. Het privacyteam werkt proactief met anderen om alles steeds beter te maken.
OI.03;De medezeggenschapsraad (MR) weet wat er met persoonsgegevens gebeurt en doet mee.;De MR weet niets of alleen informeel iets over persoonsgegevens.;De MR krijgt soms te horen wat er met persoonsgegevens gebeurt, maar niet altijd en niet gestructureerd.;We hebben een vast plan dat zegt hoe en wanneer de MR informatie krijgt en meedoet aan privacyzaken. Instemming is goed geregeld en we volgen de wet.;De MR krijgt actief informatie en doet mee bij alles over persoonsgegevens van medewerkers en anderen waar zij over gaan. We checken regelmatig of dat goed werkt en passen het aan.;Iedereen weet wat de rol van de MR is bij persoonsgegevens. De MR doet proactief mee, gevraagd en ongevraagd. Privacy-contacten en de MR vinden elkaar makkelijk, bijvoorbeeld via trainingen.
OI.04;Medewerkers en leerlingen leren over privacy en hun taken daarbij.;Er is niets om mensen te leren over privacy. Nieuwe medewerkers en leerlingen horen er niets over.;Er zijn wat activiteiten om privacy uit te leggen, maar alleen als iemand het vraagt of na een probleem. Leerlingen krijgen soms uitleg.;Er is een plan om nieuwe en huidige medewerkers te leren over privacy. Ze weten wat hun taken zijn en doen dat ook. Leerlingen krijgen regelmatig uitleg over privacy.;We houden bij wat medewerkers en leerlingen moeten leren over privacy. We zorgen voor training in alle belangrijke onderwerpen en stimuleren certificaten. We checken regelmatig of de training werkt en passen het aan.;Er is een vast proces om iedereen steeds beter te maken in privacy, met duidelijke doelen. Privacy zit overal in de organisatie, en iedereen doet mee, ook het schoolbestuur. Leerlingen krijgen uitleg via het lesprogramma en doen actief mee.
RB.01;De organisatie heeft een procedure voor de rechten van betrokkenen, met maatregelen en verantwoordelijkheden.;Er zijn geen maatregelen of een proces voor rechten van betrokkenen. Medewerkers herkennen verzoeken niet en weten niet wat te doen. We houden niets bij.;Er zijn wat maatregelen voor rechten van betrokkenen, maar niet overal goed. Verzoeken kunnen op papier of digitaal, maar dat is niet duidelijk. Er is een basisproces, maar termijnen en communicatie zijn niet altijd goed. We houden verzoeken bij, maar gebruiken dat niet altijd.;We hebben een vaste procedure voor verzoeken van betrokkenen. Die kunnen op papier of digitaal en dat is duidelijk. Betrokkenen krijgen een ontvangstbevestiging en updates. Systemen helpen om rechten goed uit te voeren. We houden verzoeken bij en gebruiken ze om nieuwe verzoeken te checken. Medewerkers weten wat te doen met AVG-verzoeken.;Verzoeken worden op tijd afgehandeld. We hebben een proces om vertragingen te zien en te verbeteren. Dat checken we regelmatig. We houden alles goed bij en gebruiken dat om consistent te zijn.;Systemen maken rechten makkelijk uitvoerbaar. We vergelijken met anderen in het onderwijs om te zien of we goed werken.
RB.02;Betrokkenen krijgen zo vroeg mogelijk alle wettelijke info over de verwerking van hun gegevens.;Betrokkenen weten niets of te weinig over hun gegevens en rechten. Er is geen privacyverklaring of cookiebeleid.;Betrokkenen krijgen info, maar soms te laat of niet goed. Er is een privacyverklaring, maar die is niet volledig of duidelijk. Info in systemen is beperkt. Er zijn losse afspraken over cookies, maar die kloppen niet altijd.;We hebben een beleid over hoe en wanneer we betrokkenen informeren. Dat doen we goed en op tijd. Wie niet zelf gegevens geeft, krijgt binnen een maand info. Onze privacyverklaring staat online in simpele taal (B1) en in systemen. Er is een cookiebeleid dat aan de wet voldoet.;We checken regelmatig of ons informeren goed werkt en passen het aan. De privacyverklaring is actueel en past bij systemen. We checken ook het cookiebeleid en verbeteren het.;Transparantie is belangrijk voor ons. We laten zien hoe zorgvuldig we met gegevens omgaan, bijvoorbeeld met een openbaar verwerkingsregister. Systemen leggen alles goed uit. We maken onze website steeds beter, ook het cookiebeleid, en volgen de nieuwste richtlijnen.
RB.03;De organisatie volgt de wet als een verwerking op toestemming is gebaseerd.;Er is geen vaste manier om te kijken welke verwerkingen op toestemming zijn. We vragen geen toestemming en hebben geen manier om die in te trekken.;We hebben een informele manier om verwerkingen op toestemming te checken, maar doen dat niet altijd. Toestemming vragen we, maar die is niet altijd vrij en duidelijk. We schrijven het soms op. Betrokkenen kunnen toestemming intrekken, maar dat is niet makkelijk.;We weten welke verwerkingen op toestemming zijn. We vragen toestemming goed, volgens artikel 4, lid 11 en artikel 7 en 8 AVG. Dat leggen we altijd vast. Betrokkenen kunnen makkelijk toestemming intrekken.;We checken regelmatig of we toestemming goed vragen en vastleggen. We kijken ook of intrekken goed werkt en verbeteren dat.;We hebben systemen om verwerkingen op toestemming te volgen. Toestemming wordt automatisch bijgehouden. Intrekken is makkelijk en wordt snel verwerkt.
RB.04;De organisatie volgt de wet bij automatische besluiten en profilering.;We weten niet of we automatische besluiten of profilering gebruiken. Betrokkenen horen er weinig over.;We weten dat we automatische besluiten of profilering gebruiken, maar snappen de systemen niet goed en leggen het niet vast. DPIA’s doen we niet altijd. Betrokkenen horen er soms over. Er zijn informele regels.;We snappen en leggen vast waar we automatische besluiten of profilering gebruiken, met een algoritmeregister. We hebben vaste regels, informeren betrokkenen en laten ze meedenken of besluiten aanvechten. We doen DPIA’s bij elke nieuwe automatische beslissing.;We checken regelmatig automatische besluiten en DPIA’s en maken ze beter. We doen audits om te zien of we aan de AVG en andere wetten voldoen. We informeren betrokkenen proactief.;We hebben een tool om automatische besluiten te volgen en te checken. We geven actuele info aan belanghebbenden. DPIA’s verbeteren onze processen steeds.
SW.01;De organisatie weet welke AVG-rollen alle partijen hebben die gegevens verwerken en maakt afspraken.;We weten niet welke AVG-rollen wij en anderen hebben. We checken dat niet en maken bijna geen afspraken.;Medewerkers snappen niet goed waarom AVG-rollen belangrijk zijn. We weten deels wie wat doet, maar niet overal. We checken soms wie verantwoordelijk is, maar niet altijd. Afspraken zijn niet overal hetzelfde.;We weten duidelijk welke AVG-rollen iedereen heeft en medewerkers snappen dat. We hebben een vaste manier om te checken wie verantwoordelijk is voor verwerkingen. We maken altijd afspraken met verwerkers en anderen, volgens artikel 28, lid 3 AVG. Het beheer van afspraken is goed geregeld.;We checken regelmatig de rollen en afspraken en passen ze aan. We controleren of iedereen zich aan de afspraken houdt. We trainen medewerkers hierover.;We hebben een makkelijke tool die laat zien welke rollen iedereen heeft. We reageren snel op veranderingen en passen alles aan.
SW.02;De organisatie checkt of het delen van gegevens met anderen aan de wet voldoet.;Er is geen vaste manier om te checken of we gegevens mogen delen. We doen het zonder controle.;We checken soms of we gegevens mogen delen, maar niet overal hetzelfde. Medewerkers snappen niet altijd waarom dit belangrijk is.;We hebben een vaste manier om te checken of we gegevens mogen delen, en die gebruiken we overal. We leggen vast hoe we dat doen en wie beslist. Medewerkers weten waarom het belangrijk is en wie ze kunnen vragen.;We controleren regelmatig of ons proces voldoet aan de nieuwste wetten. We trainen medewerkers en maken een overzicht van alle keren dat we gegevens delen.;We reageren snel op wetswijzigingen en passen ons proces aan. We hebben een overzicht van alle gegevensdelingen.
SW.03;Gegevens gaan alleen naar landen buiten de EER als de bescherming goed is.;We weten niet hoe we gegevens veilig naar landen buiten de EER sturen. We hebben geen overzicht van die landen.;We checken soms of gegevens veilig naar landen buiten de EER kunnen, maar dat staat niet vast. Alleen een paar mensen weten hoe het werkt.;We checken altijd of gegevens veilig naar landen buiten de EER kunnen. We leggen vast naar welke landen gegevens gaan en controleren of dat nog aan de wet voldoet. Medewerkers weten hoe het werkt.;We checken regelmatig of onze manier van werken goed is en verbeteren die. We trainen medewerkers hierover.;We hebben een tool die laat zien waar gegevens naartoe gaan. We reageren snel op veranderingen in wetten of situaties.
GB.01;De organisatie heeft een proces om datalekken te vinden, te classificeren en af te handelen.;Er is geen meldpunt voor datalekken. We hebben geen vast proces om ze te vinden en af te handelen. We weten niet altijd wat een datalek is. We evalueren niets.;Er is geen goed vindbaar meldpunt voor datalekken. We hebben een informeel proces, maar medewerkers weten niet goed wat te doen. Hoe erg een datalek is, hangt af van wie het ziet. We evalueren soms. Het register is niet altijd bij.;Er is een goed vindbaar meldpunt voor datalekken. We hebben een vast proces om ze te vinden, te classificeren en af te handelen. We evalueren ze altijd en delen de resultaten met het management.;We checken regelmatig of ons proces werkt en maken het beter. We controleren ook of het meldpunt goed vindbaar is.;Ons proces is volledig en proactief. We voorkomen problemen door te leren van eerdere datalekken. Resultaten delen we met iedereen die het moet weten.
GB.02;De organisatie heeft een vast proces om datalekken op tijd te melden aan de Autoriteit Persoonsgegevens (AP) en betrokkenen.;Er is geen proces om datalekken te melden. Niemand weet wie dat moet doen of hoe snel.;Er is een informeel proces om datalekken te melden, maar het werkt niet altijd goed. Wie wat doet is niet altijd duidelijk. Tijdslijnen verschillen. Hoe erg een datalek is, hangt af van wie het ziet.;We hebben een vast proces om datalekken te melden aan de AP en betrokkenen. We weten wie wat doet en hoe snel. Er is een plan voor communicatie bij grote datalekken. We doen het altijd goed.;Ons proces zit goed in de organisatie. We checken het regelmatig en maken het beter. We oefenen het communicatieplan en passen het aan.;Melden is normaal in ons werk. We doen het altijd goed en maken het steeds beter. Het management weet van alle datalekken en maatregelen.
GB.03;De organisatie neemt passende technische en organisatorische maatregelen om persoonsgegevens te beveiligen. Om te zorgen voor een passend beveiligingsniveau voldoet de organisatie aan de informatiebeveiligingsnormen van het Normenkader IBP.;;;;;
VW.01;De organisatie houdt interne en externe mensen regelmatig op de hoogte over hoe we de AVG volgen.;We maken geen verslag over hoe we met gegevens omgaan. Afdelingen geven geen info door, dus we weten niet hoe het overal gaat.;We maken soms een verslag over hoe we met gegevens omgaan, maar het is niet vastgelegd. De FG helpt niet altijd mee. Afdelingen geven info, maar niet altijd goed.;We hebben een vast proces om een verslag te maken over hoe we met gegevens omgaan. Dat delen we met het schoolbestuur en anderen. De FG helpt mee. Afdelingen geven info op een nette manier. Het verslag gaat over het register, DPIA’s, datalekken, verzoeken, klachten en verbeteringen. We weten wie het maakt en deelt.;We checken regelmatig of het verslag en het proces goed zijn en verbeteren ze. We maken plannen en laten zien hoe die gaan.;Ons proces is volledig en wordt altijd gevolgd. We verbeteren het steeds. We informeren ook tussendoor over belangrijke dingen. We maken info makkelijk te begrijpen, bijvoorbeeld met plaatjes. We leren van andere organisaties over hoe zij dit doen.
